d,o,h,l,c,v
2020-04-17 04:00:00,171.50000000,171.50000000,170.11000000,170.37000000,11067.31982000
2020-04-17 04:30:00,170.35000000,170.48000000,168.31000000,169.48000000,19465.59153000
2020-04-17 05:00:00,169.47000000,170.80000000,168.72000000,170.25000000,17626.96248000
2020-04-17 05:30:00,170.25000000,171.30000000,169.98000000,170.83000000,11712.41561000
2020-04-17 06:00:00,170.83000000,170.83000000,168.75000000,168.96000000,23087.39560000
2020-04-17 06:30:00,168.98000000,169.53000000,168.70000000,169.47000000,18808.43277000
2020-04-17 07:00:00,169.46000000,170.34000000,168.80000000,170.33000000,14741.27113000
2020-04-17 07:30:00,170.33000000,170.48000000,169.04000000,169.72000000,21936.38329000
2020-04-17 08:00:00,169.73000000,170.76000000,169.21000000,170.25000000,20255.57677000
2020-04-17 08:30:00,170.25000000,171.00000000,170.07000000,170.42000000,11852.18768000
2020-04-17 09:00:00,170.43000000,171.59000000,170.34000000,170.80000000,17793.55379000
2020-04-17 09:30:00,170.78000000,172.62000000,170.73000000,171.66000000,20526.10216000
2020-04-17 10:00:00,171.68000000,171.82000000,170.86000000,171.23000000,13207.11635000
2020-04-17 10:30:00,171.27000000,171.44000000,170.86000000,171.11000000,8499.43137000
2020-04-17 11:00:00,171.16000000,172.04000000,170.44000000,170.55000000,14805.26228000
2020-04-17 11:30:00,170.56000000,170.82000000,168.54000000,169.34000000,29890.94867000
2020-04-17 12:00:00,169.34000000,170.35000000,169.31000000,169.78000000,10837.63811000
2020-04-17 12:30:00,169.74000000,170.50000000,169.33000000,170.46000000,13244.21498000
2020-04-17 13:00:00,170.48000000,170.48000000,168.77000000,169.40000000,16571.50460000
2020-04-17 13:30:00,169.40000000,170.34000000,168.60000000,170.19000000,24398.97477000
2020-04-17 14:00:00,170.17000000,170.86000000,169.69000000,169.87000000,15842.47829000
2020-04-17 14:30:00,169.89000000,170.07000000,169.12000000,169.46000000,8831.79639000
2020-04-17 15:00:00,169.45000000,170.26000000,169.19000000,169.46000000,9378.29497000
2020-04-17 15:30:00,169.50000000,170.14000000,169.44000000,169.81000000,8021.58424000
2020-04-17 16:00:00,169.81000000,170.64000000,169.55000000,170.31000000,9018.23655000
2020-04-17 16:30:00,170.31000000,170.69000000,170.05000000,170.56000000,5949.50108000
2020-04-17 17:00:00,170.56000000,170.82000000,170.16000000,170.35000000,7561.67362000
2020-04-17 17:30:00,170.39000000,170.39000000,169.83000000,170.16000000,7033.41277000
2020-04-17 18:00:00,170.09000000,170.16000000,169.09000000,169.40000000,7505.14637000
2020-04-17 18:30:00,169.40000000,170.18000000,169.30000000,169.91000000,5661.20150000
2020-04-17 19:00:00,169.93000000,170.56000000,169.85000000,170.26000000,5077.20636000
2020-04-17 19:30:00,170.24000000,171.34000000,170.24000000,170.94000000,13767.27531000
2020-04-17 20:00:00,170.96000000,171.43000000,170.63000000,171.15000000,10863.99582000
2020-04-17 20:30:00,171.13000000,171.21000000,170.44000000,170.64000000,5694.27883000
2020-04-17 21:00:00,170.62000000,171.13000000,170.56000000,170.83000000,4141.12111000
2020-04-17 21:30:00,170.83000000,170.83000000,169.50000000,169.78000000,6005.58777000
2020-04-17 22:00:00,169.74000000,170.53000000,169.70000000,170.28000000,3290.67142000
2020-04-17 22:30:00,170.29000000,170.64000000,170.03000000,170.28000000,3649.26128000
2020-04-17 23:00:00,170.28000000,174.40000000,170.28000000,174.21000000,40480.30339000
2020-04-17 23:30:00,174.21000000,174.96000000,170.06000000,170.69000000,59263.76132000
2020-04-18 00:00:00,170.61000000,171.99000000,170.48000000,171.25000000,15190.59506000
2020-04-18 00:30:00,171.24000000,172.89000000,171.10000000,172.51000000,16191.00975000
2020-04-18 01:00:00,172.52000000,173.23000000,172.23000000,172.58000000,12792.43082000
2020-04-18 01:30:00,172.59000000,173.19000000,172.23000000,173.15000000,9430.40303000
2020-04-18 02:00:00,173.16000000,174.10000000,172.85000000,173.72000000,18714.40617000
2020-04-18 02:30:00,173.79000000,174.36000000,173.20000000,173.40000000,16352.30592000
2020-04-18 03:00:00,173.39000000,174.04000000,173.28000000,173.35000000,9828.93054000
2020-04-18 03:30:00,173.31000000,173.64000000,172.73000000,172.90000000,9824.79384000
2020-04-18 04:00:00,172.91000000,173.77000000,172.91000000,173.19000000,9306.79980000
2020-04-18 04:30:00,173.15000000,173.42000000,172.71000000,172.72000000,7166.82243000
2020-04-18 05:00:00,172.76000000,173.94000000,172.74000000,173.80000000,13435.18263000
2020-04-18 05:30:00,173.81000000,173.92000000,173.31000000,173.47000000,9347.44356000
2020-04-18 06:00:00,173.48000000,173.80000000,173.34000000,173.42000000,6595.24144000
2020-04-18 06:30:00,173.42000000,173.58000000,172.96000000,173.16000000,7989.26784000
2020-04-18 07:00:00,173.16000000,173.18000000,172.75000000,172.89000000,10625.09587000
2020-04-18 07:30:00,172.88000000,173.49000000,172.87000000,173.23000000,8961.09277000
2020-04-18 08:00:00,173.24000000,173.75000000,173.06000000,173.52000000,7309.91290000
2020-04-18 08:30:00,173.51000000,173.61000000,172.92000000,173.16000000,8842.73088000
2020-04-18 09:00:00,173.17000000,173.70000000,173.14000000,173.70000000,6405.60939000
2020-04-18 09:30:00,173.69000000,173.75000000,173.14000000,173.22000000,6020.20915000
2020-04-18 10:00:00,173.23000000,173.39000000,171.39000000,171.78000000,19464.59372000
2020-04-18 10:30:00,171.75000000,172.54000000,171.53000000,172.54000000,14249.87564000
2020-04-18 11:00:00,172.50000000,172.65000000,171.81000000,172.18000000,10252.79446000
2020-04-18 11:30:00,172.19000000,174.46000000,172.09000000,174.12000000,23133.43808000
2020-04-18 12:00:00,174.12000000,174.60000000,173.34000000,173.92000000,30069.96131000
2020-04-18 12:30:00,173.91000000,180.00000000,173.73000000,178.55000000,97695.39754000
2020-04-18 13:00:00,178.55000000,181.67000000,178.26000000,180.04000000,97997.39990000
2020-04-18 13:30:00,180.04000000,184.68000000,180.00000000,183.53000000,100532.81421000
2020-04-18 14:00:00,183.56000000,184.35000000,181.86000000,183.15000000,50200.88624000
2020-04-18 14:30:00,183.14000000,183.59000000,182.25000000,182.72000000,29726.79849000
2020-04-18 15:00:00,182.80000000,183.35000000,182.32000000,183.33000000,18733.21445000
2020-04-18 15:30:00,183.31000000,184.80000000,182.95000000,184.50000000,33783.87940000
2020-04-18 16:00:00,184.50000000,185.32000000,181.07000000,182.10000000,66460.57760000
2020-04-18 16:30:00,182.14000000,182.90000000,181.35000000,182.85000000,24170.64166000
2020-04-18 17:00:00,182.83000000,182.84000000,181.77000000,182.53000000,17408.65066000
2020-04-18 17:30:00,182.57000000,182.77000000,181.85000000,182.40000000,12684.69072000
2020-04-18 18:00:00,182.38000000,182.51000000,181.91000000,182.29000000,13557.20602000
2020-04-18 18:30:00,182.27000000,182.60000000,182.15000000,182.42000000,10745.69270000
2020-04-18 19:00:00,182.43000000,182.92000000,182.02000000,182.91000000,10103.94223000
2020-04-18 19:30:00,182.91000000,183.05000000,182.50000000,182.50000000,8388.14177000
2020-04-18 20:00:00,182.50000000,183.17000000,182.29000000,183.08000000,7832.57053000
2020-04-18 20:30:00,183.08000000,183.34000000,182.75000000,183.00000000,7842.11430000
2020-04-18 21:00:00,183.00000000,183.77000000,182.94000000,183.58000000,12452.63525000
2020-04-18 21:30:00,183.60000000,184.10000000,183.40000000,184.04000000,11928.85973000
2020-04-18 22:00:00,184.01000000,184.95000000,183.71000000,184.73000000,17896.21718000
2020-04-18 22:30:00,184.73000000,189.49000000,184.70000000,187.60000000,89584.56361000
2020-04-18 23:00:00,187.62000000,189.54000000,185.91000000,188.42000000,51162.26401000
2020-04-18 23:30:00,188.43000000,188.56000000,186.75000000,187.40000000,28906.26459000
2020-04-19 00:00:00,187.40000000,188.19000000,184.51000000,185.29000000,47110.16878000
2020-04-19 00:30:00,185.28000000,186.44000000,184.84000000,186.35000000,18535.50038000
2020-04-19 01:00:00,186.32000000,186.74000000,185.70000000,185.98000000,20509.95346000
2020-04-19 01:30:00,185.98000000,186.96000000,185.65000000,186.68000000,12430.98198000
2020-04-19 02:00:00,186.68000000,187.61000000,186.32000000,187.39000000,12721.99864000
2020-04-19 02:30:00,187.38000000,188.35000000,187.05000000,187.35000000,17757.66202000
2020-04-19 03:00:00,187.36000000,187.44000000,185.99000000,186.75000000,21082.99678000
2020-04-19 03:30:00,186.75000000,187.50000000,186.60000000,186.82000000,16396.27740000
2020-04-19 04:00:00,186.81000000,187.49000000,186.53000000,187.30000000,9529.06608000
2020-04-19 04:30:00,187.27000000,187.28000000,185.59000000,185.81000000,15494.02979000
2020-04-19 05:00:00,185.83000000,186.20000000,183.81000000,185.22000000,27207.50645000
2020-04-19 05:30:00,185.25000000,185.38000000,178.59000000,180.34000000,67130.01940000
2020-04-19 06:00:00,180.34000000,183.63000000,178.88000000,182.73000000,48155.57150000
2020-04-19 06:30:00,182.70000000,183.17000000,181.81000000,182.75000000,17224.66491000
2020-04-19 07:00:00,182.75000000,183.47000000,182.25000000,182.54000000,10646.17769000
2020-04-19 07:30:00,182.54000000,182.54000000,181.75000000,182.22000000,17241.22487000
2020-04-19 08:00:00,182.18000000,182.50000000,180.82000000,182.42000000,18960.83562000
2020-04-19 08:30:00,182.39000000,182.90000000,182.15000000,182.60000000,11392.74016000
2020-04-19 09:00:00,182.58000000,182.58000000,181.56000000,182.21000000,11620.45400000
2020-04-19 09:30:00,182.24000000,184.30000000,181.87000000,183.92000000,20020.64699000
2020-04-19 10:00:00,183.91000000,184.60000000,183.14000000,183.68000000,23102.25735000
2020-04-19 10:30:00,183.68000000,183.95000000,181.50000000,183.20000000,25160.09248000
2020-04-19 11:00:00,183.23000000,183.23000000,181.58000000,181.80000000,16635.74905000
2020-04-19 11:30:00,181.81000000,182.95000000,181.60000000,182.95000000,11053.11401000
2020-04-19 12:00:00,182.95000000,183.18000000,182.00000000,182.27000000,9418.19391000
2020-04-19 12:30:00,182.26000000,183.00000000,181.95000000,182.82000000,10667.93648000
2020-04-19 13:00:00,182.77000000,182.86000000,181.70000000,181.96000000,11799.58726000
2020-04-19 13:30:00,181.95000000,181.96000000,178.93000000,180.22000000,52571.15875000
2020-04-19 14:00:00,180.21000000,180.29000000,175.75000000,177.51000000,83863.45210000
2020-04-19 14:30:00,177.49000000,180.00000000,177.49000000,179.25000000,41168.07293000
2020-04-19 15:00:00,179.25000000,179.79000000,178.76000000,179.01000000,16148.35398000
2020-04-19 15:30:00,179.00000000,179.60000000,177.90000000,178.78000000,17403.08732000
2020-04-19 16:00:00,178.78000000,180.40000000,178.00000000,180.21000000,19702.51369000
2020-04-19 16:30:00,180.24000000,181.20000000,179.84000000,180.93000000,22532.96564000
2020-04-19 17:00:00,180.90000000,182.72000000,180.51000000,182.39000000,27305.17882000
2020-04-19 17:30:00,182.38000000,182.47000000,181.29000000,181.99000000,14287.85845000
2020-04-19 18:00:00,181.98000000,182.16000000,180.85000000,181.20000000,11806.69676000
2020-04-19 18:30:00,181.20000000,182.17000000,180.90000000,181.99000000,10281.76106000
2020-04-19 19:00:00,182.04000000,182.21000000,180.97000000,181.20000000,10067.55359000
2020-04-19 19:30:00,181.24000000,181.73000000,180.22000000,181.17000000,11024.42271000
2020-04-19 20:00:00,181.15000000,181.17000000,180.00000000,180.44000000,10556.47180000
2020-04-19 20:30:00,180.46000000,181.58000000,180.18000000,181.14000000,5381.48618000
2020-04-19 21:00:00,181.14000000,182.45000000,181.12000000,182.12000000,9603.75895000
2020-04-19 21:30:00,182.11000000,183.61000000,181.56000000,183.01000000,12143.15955000
2020-04-19 22:00:00,183.00000000,183.44000000,181.19000000,182.11000000,17344.66912000
2020-04-19 22:30:00,182.11000000,184.40000000,181.69000000,182.53000000,19921.04707000
2020-04-19 23:00:00,182.50000000,183.35000000,182.09000000,182.18000000,10092.52085000
2020-04-19 23:30:00,182.19000000,182.42000000,179.38000000,180.03000000,23547.98074000
2020-04-20 00:00:00,180.02000000,181.67000000,178.30000000,180.97000000,24645.76801000
2020-04-20 00:30:00,180.97000000,182.59000000,180.90000000,182.21000000,14963.07008000
2020-04-20 01:00:00,182.28000000,182.44000000,181.35000000,181.49000000,12570.05661000
2020-04-20 01:30:00,181.49000000,182.34000000,181.38000000,182.02000000,12335.44326000
2020-04-20 02:00:00,181.97000000,182.36000000,181.35000000,181.65000000,10367.85030000
2020-04-20 02:30:00,181.68000000,183.85000000,181.67000000,183.39000000,20206.11185000
2020-04-20 03:00:00,183.40000000,184.25000000,182.73000000,183.38000000,19876.65188000
2020-04-20 03:30:00,183.40000000,184.06000000,182.94000000,183.95000000,21178.78185000
2020-04-20 04:00:00,183.97000000,186.02000000,183.95000000,185.36000000,38702.29038000
2020-04-20 04:30:00,185.32000000,186.46000000,183.49000000,183.97000000,27377.00871000
2020-04-20 05:00:00,184.00000000,184.33000000,182.61000000,183.65000000,23432.66274000
2020-04-20 05:30:00,183.63000000,184.50000000,183.40000000,183.95000000,16231.66606000
2020-04-20 06:00:00,183.93000000,184.37000000,182.31000000,182.49000000,16643.00860000
2020-04-20 06:30:00,182.49000000,183.59000000,182.36000000,183.43000000,11412.47324000
2020-04-20 07:00:00,183.44000000,184.03000000,182.67000000,183.82000000,13871.15481000
2020-04-20 07:30:00,183.82000000,184.08000000,183.16000000,184.02000000,12949.48809000
2020-04-20 08:00:00,184.02000000,184.20000000,181.70000000,182.00000000,28205.04507000
2020-04-20 08:30:00,182.00000000,182.40000000,181.14000000,182.13000000,13829.98351000
2020-04-20 09:00:00,182.13000000,182.56000000,181.32000000,181.42000000,10363.57768000
2020-04-20 09:30:00,181.41000000,182.57000000,180.91000000,182.09000000,15850.39609000
2020-04-20 10:00:00,182.12000000,182.12000000,179.43000000,180.39000000,39211.51168000
2020-04-20 10:30:00,180.39000000,180.80000000,178.55000000,180.38000000,43881.18176000
2020-04-20 11:00:00,180.41000000,180.64000000,179.44000000,179.67000000,18522.37942000
2020-04-20 11:30:00,179.68000000,180.15000000,174.74000000,175.78000000,88509.79232000
2020-04-20 12:00:00,175.80000000,177.34000000,172.80000000,176.46000000,111067.50860000
2020-04-20 12:30:00,176.47000000,180.68000000,176.30000000,179.50000000,59524.14298000
2020-04-20 13:00:00,179.49000000,180.00000000,177.87000000,178.96000000,38684.78264000
2020-04-20 13:30:00,178.97000000,179.87000000,178.31000000,178.59000000,18974.75365000
2020-04-20 14:00:00,178.60000000,179.49000000,177.78000000,179.23000000,21626.64377000
2020-04-20 14:30:00,179.23000000,180.11000000,179.00000000,179.55000000,26557.52239000
2020-04-20 15:00:00,179.57000000,180.46000000,179.02000000,180.08000000,24134.17170000
2020-04-20 15:30:00,180.04000000,180.38000000,178.69000000,179.35000000,19178.47224000
2020-04-20 16:00:00,179.38000000,180.13000000,177.98000000,178.10000000,30767.33672000
2020-04-20 16:30:00,178.10000000,179.00000000,177.00000000,177.98000000,21574.64626000
2020-04-20 17:00:00,177.98000000,178.05000000,175.18000000,177.03000000,45186.42792000
2020-04-20 17:30:00,176.99000000,177.00000000,172.82000000,173.95000000,92645.46481000
2020-04-20 18:00:00,173.88000000,176.88000000,171.84000000,173.94000000,82298.40755000
2020-04-20 18:30:00,173.92000000,176.45000000,173.50000000,173.83000000,36680.50472000
2020-04-20 19:00:00,173.84000000,174.69000000,168.80000000,171.43000000,96163.60656000
2020-04-20 19:30:00,171.45000000,171.46000000,167.14000000,167.42000000,69977.05074000
2020-04-20 20:00:00,167.52000000,170.90000000,166.70000000,169.88000000,61222.46919000
2020-04-20 20:30:00,169.87000000,171.85000000,169.72000000,171.66000000,26295.93735000
2020-04-20 21:00:00,171.73000000,172.50000000,171.46000000,171.83000000,18948.87781000
2020-04-20 21:30:00,171.80000000,171.82000000,169.52000000,170.19000000,18063.76394000
2020-04-20 22:00:00,170.19000000,172.59000000,170.10000000,172.02000000,16993.21835000
2020-04-20 22:30:00,172.00000000,173.19000000,171.76000000,172.56000000,12896.69745000
2020-04-20 23:00:00,172.56000000,172.96000000,169.46000000,171.20000000,22365.77411000
2020-04-20 23:30:00,171.14000000,171.97000000,170.00000000,170.20000000,20855.99192000
2020-04-21 00:00:00,170.21000000,172.88000000,169.55000000,172.18000000,34490.08132000
2020-04-21 00:30:00,172.12000000,173.42000000,172.12000000,172.51000000,18006.57710000
2020-04-21 01:00:00,172.50000000,173.55000000,172.33000000,173.12000000,12860.81851000
2020-04-21 01:30:00,173.11000000,173.35000000,171.70000000,172.17000000,22258.00188000
2020-04-21 02:00:00,172.17000000,172.46000000,170.70000000,171.27000000,15489.87457000
2020-04-21 02:30:00,171.29000000,171.62000000,170.53000000,171.09000000,16327.76622000
2020-04-21 03:00:00,171.11000000,172.09000000,170.82000000,172.08000000,10954.31729000
2020-04-21 03:30:00,172.09000000,172.27000000,171.13000000,171.78000000,9412.66667000
2020-04-21 04:00:00,171.78000000,172.61000000,171.01000000,171.48000000,15228.84080000
2020-04-21 04:30:00,171.48000000,171.90000000,170.97000000,171.64000000,9590.57339000
2020-04-21 05:00:00,171.64000000,172.85000000,171.34000000,172.77000000,14409.38649000
2020-04-21 05:30:00,172.80000000,173.97000000,172.31000000,173.81000000,21968.39185000
2020-04-21 06:00:00,173.82000000,174.70000000,172.67000000,173.00000000,27617.23909000
2020-04-21 06:30:00,173.01000000,173.58000000,172.51000000,172.57000000,12523.62403000
2020-04-21 07:00:00,172.60000000,173.00000000,172.13000000,172.76000000,9940.39283000
2020-04-21 07:30:00,172.75000000,173.46000000,172.43000000,173.05000000,9903.99432000
2020-04-21 08:00:00,173.03000000,173.43000000,171.31000000,171.74000000,16449.96703000
2020-04-21 08:30:00,171.73000000,172.13000000,171.14000000,171.92000000,17565.84408000
2020-04-21 09:00:00,171.92000000,172.34000000,169.62000000,169.87000000,30196.97643000
2020-04-21 09:30:00,169.89000000,170.81000000,168.00000000,170.79000000,58432.57183000
2020-04-21 10:00:00,170.74000000,171.67000000,169.35000000,169.62000000,23843.73957000
2020-04-21 10:30:00,169.62000000,170.39000000,169.10000000,169.24000000,13098.66648000
2020-04-21 11:00:00,169.23000000,170.15000000,168.20000000,169.72000000,34331.43518000
2020-04-21 11:30:00,169.73000000,170.30000000,169.05000000,169.15000000,18535.48390000
2020-04-21 12:00:00,169.15000000,171.37000000,168.86000000,170.83000000,22826.22158000
2020-04-21 12:30:00,170.81000000,171.24000000,169.95000000,170.42000000,11520.84356000
2020-04-21 13:00:00,170.40000000,171.24000000,170.00000000,170.47000000,20732.58425000
2020-04-21 13:30:00,170.49000000,170.88000000,169.14000000,170.70000000,18917.79989000
2020-04-21 14:00:00,170.70000000,171.06000000,170.30000000,170.92000000,12621.97456000
2020-04-21 14:30:00,170.93000000,173.50000000,170.51000000,170.67000000,57267.14591000
2020-04-21 15:00:00,170.68000000,171.30000000,169.75000000,170.26000000,27478.82449000
2020-04-21 15:30:00,170.26000000,170.75000000,169.34000000,170.31000000,23264.28931000
2020-04-21 16:00:00,170.32000000,171.31000000,169.87000000,171.15000000,17346.67600000
2020-04-21 16:30:00,171.14000000,171.23000000,170.03000000,170.68000000,16297.20746000
2020-04-21 17:00:00,170.68000000,171.20000000,170.18000000,171.05000000,10937.55180000
2020-04-21 17:30:00,171.05000000,173.30000000,170.00000000,172.43000000,59982.76105000
2020-04-21 18:00:00,172.41000000,172.48000000,171.22000000,172.08000000,21931.46888000
2020-04-21 18:30:00,172.13000000,172.30000000,171.50000000,171.90000000,11022.75625000
2020-04-21 19:00:00,171.94000000,172.57000000,171.66000000,172.34000000,10708.21494000
2020-04-21 19:30:00,172.32000000,172.70000000,171.77000000,171.81000000,12552.27434000
2020-04-21 20:00:00,171.80000000,172.18000000,171.31000000,171.85000000,12825.57361000
2020-04-21 20:30:00,171.84000000,172.60000000,171.55000000,172.52000000,7007.59915000
2020-04-21 21:00:00,172.51000000,172.58000000,171.83000000,172.51000000,7212.61553000
2020-04-21 21:30:00,172.51000000,173.05000000,172.34000000,172.63000000,6960.85506000
2020-04-21 22:00:00,172.58000000,172.87000000,171.72000000,171.90000000,8464.17673000
2020-04-21 22:30:00,171.89000000,172.79000000,171.89000000,172.76000000,8340.14708000
2020-04-21 23:00:00,172.75000000,172.89000000,171.93000000,171.97000000,5330.99208000
2020-04-21 23:30:00,171.95000000,172.20000000,170.04000000,170.74000000,21393.86961000
2020-04-22 00:00:00,170.73000000,171.54000000,170.19000000,170.92000000,13663.22141000
2020-04-22 00:30:00,170.91000000,170.91000000,170.06000000,170.52000000,13294.98930000
2020-04-22 01:00:00,170.51000000,170.89000000,169.78000000,170.86000000,13936.51562000
2020-04-22 01:30:00,170.81000000,171.41000000,170.40000000,171.39000000,9935.15335000
2020-04-22 02:00:00,171.40000000,172.00000000,170.80000000,171.90000000,7935.48024000
2020-04-22 02:30:00,171.89000000,172.27000000,171.65000000,171.76000000,12025.23658000
2020-04-22 03:00:00,171.78000000,172.15000000,171.22000000,171.26000000,5545.75450000
2020-04-22 03:30:00,171.27000000,171.64000000,171.15000000,171.55000000,6891.13461000
2020-04-22 04:00:00,171.55000000,172.02000000,170.90000000,171.93000000,7666.54078000
2020-04-22 04:30:00,171.93000000,171.97000000,171.10000000,171.18000000,6685.63452000
2020-04-22 05:00:00,171.19000000,171.70000000,171.06000000,171.51000000,5284.38483000
2020-04-22 05:30:00,171.51000000,174.19000000,171.44000000,173.89000000,38763.56158000
2020-04-22 06:00:00,173.89000000,174.38000000,172.60000000,173.53000000,30695.31193000
2020-04-22 06:30:00,173.52000000,174.40000000,173.01000000,174.34000000,17200.59137000
2020-04-22 07:00:00,174.34000000,175.00000000,173.64000000,174.82000000,26271.78807000
2020-04-22 07:30:00,174.82000000,176.00000000,174.81000000,175.10000000,45085.88947000
2020-04-22 08:00:00,175.12000000,175.58000000,174.59000000,174.72000000,21968.51924000
2020-04-22 08:30:00,174.71000000,175.30000000,174.29000000,175.12000000,19997.84286000
2020-04-22 09:00:00,175.15000000,175.87000000,175.00000000,175.10000000,19736.07825000
2020-04-22 09:30:00,175.10000000,175.50000000,174.79000000,174.80000000,15912.31252000
2020-04-22 10:00:00,174.81000000,175.26000000,174.22000000,174.92000000,17080.31674000
2020-04-22 10:30:00,174.91000000,175.13000000,174.51000000,174.87000000,6713.06806000
2020-04-22 11:00:00,174.87000000,175.80000000,174.71000000,175.50000000,15982.81090000
2020-04-22 11:30:00,175.50000000,175.71000000,174.81000000,175.51000000,9930.68129000
2020-04-22 12:00:00,175.53000000,175.83000000,174.79000000,175.00000000,12306.70872000
2020-04-22 12:30:00,174.99000000,175.77000000,174.83000000,175.56000000,10565.46597000
2020-04-22 13:00:00,175.58000000,179.71000000,175.23000000,179.01000000,69573.52403000
2020-04-22 13:30:00,179.05000000,181.37000000,179.05000000,180.09000000,83810.62401000
2020-04-22 14:00:00,180.10000000,181.00000000,179.60000000,180.76000000,37312.03787000
2020-04-22 14:30:00,180.77000000,183.00000000,180.77000000,181.85000000,62320.96548000
2020-04-22 15:00:00,181.85000000,182.29000000,180.67000000,181.62000000,26096.43215000
2020-04-22 15:30:00,181.63000000,183.00000000,181.27000000,182.69000000,29892.97812000
2020-04-22 16:00:00,182.71000000,183.52000000,181.70000000,182.69000000,37639.37305000
2020-04-22 16:30:00,182.63000000,184.00000000,181.42000000,181.65000000,48102.16385000
2020-04-22 17:00:00,181.66000000,182.31000000,180.93000000,182.25000000,24892.98489000
2020-04-22 17:30:00,182.26000000,182.45000000,180.68000000,181.13000000,19828.74023000
2020-04-22 18:00:00,181.13000000,181.72000000,180.60000000,181.33000000,15324.46344000
2020-04-22 18:30:00,181.32000000,182.09000000,181.32000000,181.50000000,12740.24084000
2020-04-22 19:00:00,181.46000000,182.15000000,181.30000000,181.68000000,7715.14317000
2020-04-22 19:30:00,181.67000000,182.69000000,181.58000000,181.62000000,10521.61656000
2020-04-22 20:00:00,181.61000000,183.00000000,181.39000000,182.80000000,15149.72973000
2020-04-22 20:30:00,182.79000000,183.00000000,182.16000000,182.70000000,9139.46321000
2020-04-22 21:00:00,182.72000000,183.10000000,182.61000000,182.63000000,10054.68175000
2020-04-22 21:30:00,182.63000000,182.66000000,181.00000000,181.10000000,16659.99861000
2020-04-22 22:00:00,181.10000000,181.78000000,180.83000000,181.48000000,14953.56907000
2020-04-22 22:30:00,181.47000000,182.37000000,181.38000000,182.06000000,9136.23141000
2020-04-22 23:00:00,182.06000000,182.70000000,181.76000000,181.97000000,8044.09385000
2020-04-22 23:30:00,181.96000000,182.92000000,181.64000000,182.70000000,8714.34273000
2020-04-23 00:00:00,182.70000000,183.44000000,181.40000000,181.72000000,19660.56026000
2020-04-23 00:30:00,181.70000000,182.58000000,181.66000000,182.24000000,6939.33235000
2020-04-23 01:00:00,182.26000000,183.16000000,182.00000000,182.73000000,14157.54766000
2020-04-23 01:30:00,182.74000000,187.03000000,182.72000000,185.90000000,82852.62221000
2020-04-23 02:00:00,185.91000000,186.77000000,184.18000000,184.65000000,33526.78858000
2020-04-23 02:30:00,184.65000000,185.25000000,183.88000000,183.91000000,20964.14118000
2020-04-23 03:00:00,183.91000000,184.68000000,183.37000000,184.05000000,13621.94966000
2020-04-23 03:30:00,184.04000000,184.18000000,182.37000000,182.43000000,16497.05963000
2020-04-23 04:00:00,182.42000000,182.93000000,181.40000000,182.47000000,24227.73647000
2020-04-23 04:30:00,182.46000000,183.12000000,182.20000000,183.09000000,11135.01634000
2020-04-02 09:00:00,137.30000000,137.38000000,136.74000000,136.89000000,8752.83785000
2020-04-02 09:30:00,136.85000000,137.17000000,136.70000000,136.81000000,9831.31819000
2020-04-02 10:00:00,136.85000000,138.00000000,136.81000000,136.92000000,19160.55444000
2020-04-02 10:30:00,136.93000000,137.30000000,136.80000000,137.12000000,7731.27175000
2020-04-02 11:00:00,137.12000000,137.46000000,136.67000000,137.42000000,12240.39424000
2020-04-02 11:30:00,137.41000000,137.96000000,137.20000000,137.64000000,15358.98941000
2020-04-02 12:00:00,137.67000000,138.63000000,136.70000000,137.76000000,30440.01206000
2020-04-02 12:30:00,137.76000000,138.16000000,137.01000000,137.28000000,17659.85298000
2020-04-02 13:00:00,137.28000000,137.44000000,136.11000000,136.69000000,18749.00026000
2020-04-02 13:30:00,136.69000000,137.17000000,136.16000000,136.48000000,12405.02430000
2020-04-02 14:00:00,136.49000000,137.25000000,136.31000000,137.16000000,7466.64408000
2020-04-02 14:30:00,137.16000000,139.80000000,137.07000000,138.94000000,46496.62165000
2020-04-02 15:00:00,138.91000000,139.05000000,138.04000000,138.70000000,16286.04401000
2020-04-02 15:30:00,138.67000000,139.70000000,138.34000000,139.29000000,19397.45808000
2020-04-02 16:00:00,139.30000000,142.08000000,139.05000000,140.83000000,63427.08112000
2020-04-02 16:30:00,140.85000000,143.59000000,140.76000000,143.48000000,40270.23787000
2020-04-02 17:00:00,143.48000000,149.76000000,143.45000000,147.04000000,160900.82996000
2020-04-02 17:30:00,147.05000000,147.44000000,145.00000000,145.41000000,38257.17867000
2020-04-02 18:00:00,145.43000000,145.73000000,141.76000000,142.76000000,72478.15299000
2020-04-02 18:30:00,142.77000000,143.34000000,140.00000000,140.45000000,53504.07371000
2020-04-02 19:00:00,140.44000000,142.41000000,139.40000000,141.99000000,35947.91495000
2020-04-02 19:30:00,141.99000000,142.20000000,140.52000000,140.85000000,19775.50281000
2020-04-02 20:00:00,140.85000000,141.16000000,138.12000000,138.95000000,26196.61981000
2020-04-02 20:30:00,138.94000000,141.02000000,138.49000000,140.50000000,22412.79113000
2020-04-02 21:00:00,140.50000000,141.80000000,140.01000000,141.64000000,12397.57582000
2020-04-02 21:30:00,141.65000000,142.91000000,141.64000000,142.41000000,13644.55831000
2020-04-02 22:00:00,142.40000000,142.44000000,140.69000000,141.55000000,16805.06564000
