d,o,h,l,c,v
2020-02-03 01:30:00,9446.56000000,9618.79000000,9446.56000000,9510.76000000,4825.75046200
2020-02-03 02:00:00,9510.76000000,9517.43000000,9320.00000000,9413.78000000,4208.66931900
2020-02-03 02:30:00,9413.68000000,9439.93000000,9368.45000000,9376.30000000,983.34597900
2020-02-03 03:00:00,9377.57000000,9397.14000000,9350.25000000,9365.78000000,1012.93416400
2020-02-03 03:30:00,9365.29000000,9391.69000000,9333.83000000,9385.59000000,931.29832600
2020-02-03 04:00:00,9386.24000000,9405.52000000,9371.76000000,9375.98000000,551.14848100
2020-02-03 04:30:00,9375.96000000,9405.88000000,9368.43000000,9392.91000000,410.94167300
2020-02-03 05:00:00,9392.91000000,9426.60000000,9387.61000000,9419.72000000,515.83634800
2020-02-03 05:30:00,9419.71000000,9423.00000000,9400.00000000,9401.80000000,438.41557800
2020-02-03 06:00:00,9401.98000000,9410.90000000,9385.00000000,9398.05000000,459.13376500
2020-02-03 06:30:00,9396.32000000,9418.00000000,9394.16000000,9395.34000000,539.44559400
2020-02-03 07:00:00,9396.53000000,9396.67000000,9356.00000000,9365.97000000,772.50219100
2020-02-03 07:30:00,9366.48000000,9383.21000000,9346.09000000,9368.16000000,768.99927200
2020-02-03 08:00:00,9368.16000000,9394.97000000,9351.38000000,9386.99000000,771.08555400
2020-02-03 08:30:00,9386.99000000,9399.42000000,9360.00000000,9371.22000000,587.57473000
2020-02-03 09:00:00,9371.87000000,9374.05000000,9351.20000000,9367.95000000,799.88497300
2020-02-03 09:30:00,9366.80000000,9374.49000000,9336.07000000,9344.16000000,962.72832300
2020-02-03 10:00:00,9344.17000000,9345.15000000,9314.00000000,9323.81000000,1547.88452000
2020-02-03 10:30:00,9325.21000000,9348.34000000,9308.19000000,9312.93000000,748.25138300
2020-02-03 11:00:00,9313.59000000,9354.94000000,9303.20000000,9350.03000000,980.69188700
2020-02-03 11:30:00,9350.05000000,9398.99000000,9340.00000000,9351.48000000,1256.48173200
2020-02-03 12:00:00,9352.00000000,9369.23000000,9335.11000000,9359.51000000,630.78127100
2020-02-03 12:30:00,9359.34000000,9373.97000000,9344.02000000,9347.12000000,648.88054800
2020-02-03 13:00:00,9347.12000000,9350.53000000,9326.56000000,9334.00000000,690.26726200
2020-02-03 13:30:00,9333.89000000,9343.50000000,9307.00000000,9331.05000000,1417.88444500
2020-02-03 14:00:00,9331.50000000,9349.00000000,9302.01000000,9348.33000000,1075.20745000
2020-02-03 14:30:00,9348.47000000,9365.79000000,9341.58000000,9353.61000000,1391.51114600
2020-02-03 15:00:00,9355.13000000,9355.13000000,9300.00000000,9307.59000000,1442.67169600
2020-02-03 15:30:00,9308.00000000,9331.63000000,9265.00000000,9270.00000000,3169.89477700
2020-02-03 16:00:00,9270.00000000,9331.50000000,9255.00000000,9299.99000000,2299.51814400
2020-02-03 16:30:00,9299.99000000,9310.64000000,9256.64000000,9263.67000000,1334.97796200
2020-02-03 17:00:00,9263.14000000,9300.00000000,9234.00000000,9282.75000000,1491.15267400
2020-02-03 17:30:00,9282.76000000,9304.02000000,9280.56000000,9293.37000000,621.86871300
2020-02-03 18:00:00,9293.29000000,9295.00000000,9259.47000000,9276.60000000,567.47305200
2020-02-03 18:30:00,9276.60000000,9317.03000000,9269.30000000,9308.37000000,745.80099300
2020-02-03 19:00:00,9308.32000000,9318.79000000,9290.14000000,9303.86000000,475.20850700
2020-02-03 19:30:00,9304.47000000,9316.79000000,9291.78000000,9316.70000000,311.37793700
2020-02-03 20:00:00,9316.04000000,9344.02000000,9297.02000000,9325.00000000,714.25383600
2020-02-03 20:30:00,9325.00000000,9338.79000000,9306.61000000,9318.04000000,357.00745900
2020-02-03 21:00:00,9318.05000000,9318.09000000,9290.00000000,9307.83000000,346.44409000
2020-02-03 21:30:00,9307.81000000,9310.97000000,9273.55000000,9287.58000000,342.90785500
2020-02-03 22:00:00,9286.47000000,9303.82000000,9283.96000000,9285.77000000,246.88946400
2020-02-03 22:30:00,9285.77000000,9287.81000000,9260.00000000,9274.05000000,374.93907400
2020-02-03 23:00:00,9274.46000000,9294.39000000,9251.01000000,9292.50000000,894.98129300
2020-02-03 23:30:00,9292.98000000,9319.99000000,9277.07000000,9292.24000000,659.25518200
2020-02-04 00:00:00,9291.35000000,9350.00000000,9290.63000000,9348.13000000,1225.79684400
2020-02-04 00:30:00,9348.04000000,9348.11000000,9318.74000000,9330.09000000,469.74716200
2020-02-04 01:00:00,9330.52000000,9344.02000000,9311.76000000,9313.49000000,435.68278900
2020-02-04 01:30:00,9313.49000000,9313.55000000,9270.00000000,9275.97000000,603.05133900
2020-02-04 02:00:00,9276.65000000,9307.69000000,9276.65000000,9306.19000000,372.64371300
2020-02-04 02:30:00,9305.66000000,9307.59000000,9281.01000000,9301.56000000,496.91740200
2020-02-04 03:00:00,9301.09000000,9305.00000000,9262.14000000,9292.21000000,695.64526300
2020-02-04 03:30:00,9292.20000000,9300.00000000,9282.35000000,9282.95000000,357.94383500
2020-02-04 04:00:00,9282.96000000,9315.91000000,9280.00000000,9300.98000000,552.74340500
2020-02-04 04:30:00,9302.08000000,9309.95000000,9255.00000000,9271.25000000,1415.61325900
2020-02-04 05:00:00,9270.27000000,9284.93000000,9250.07000000,9260.26000000,1100.20387300
2020-02-04 05:30:00,9260.26000000,9295.94000000,9227.58000000,9289.34000000,1510.31446800
2020-02-04 06:00:00,9288.21000000,9299.00000000,9255.40000000,9266.98000000,848.49708300
2020-02-04 06:30:00,9268.43000000,9277.20000000,9250.00000000,9274.77000000,643.38631700
2020-02-04 07:00:00,9274.76000000,9318.89000000,9257.00000000,9300.97000000,1561.38667500
2020-02-04 07:30:00,9302.78000000,9312.36000000,9269.25000000,9278.63000000,881.58676200
2020-02-04 08:00:00,9278.63000000,9297.16000000,9257.77000000,9265.98000000,972.23643300
2020-02-04 08:30:00,9264.81000000,9276.96000000,9238.20000000,9239.80000000,1268.20433200
2020-02-04 09:00:00,9239.92000000,9327.00000000,9178.00000000,9195.82000000,3021.51882000
2020-02-04 09:30:00,9197.60000000,9220.99000000,9161.00000000,9172.16000000,1664.12372200
2020-02-04 10:00:00,9172.16000000,9198.77000000,9161.00000000,9173.30000000,1596.35357500
2020-02-04 10:30:00,9172.38000000,9198.96000000,9153.78000000,9170.92000000,1383.32247000
2020-02-04 11:00:00,9171.64000000,9228.68000000,9108.00000000,9226.57000000,2347.21400500
2020-02-04 11:30:00,9222.49000000,9249.90000000,9180.06000000,9182.81000000,2304.41884200
2020-02-04 12:00:00,9182.81000000,9204.57000000,9142.55000000,9144.84000000,1193.97396800
2020-02-04 12:30:00,9144.71000000,9150.78000000,9100.00000000,9133.41000000,2530.13273900
2020-02-04 13:00:00,9133.28000000,9147.60000000,9093.01000000,9133.53000000,1497.59001400
2020-02-04 13:30:00,9134.88000000,9159.66000000,9122.38000000,9157.85000000,1060.10470800
2020-02-04 14:00:00,9157.85000000,9171.98000000,9130.78000000,9135.00000000,1297.30315800
2020-02-04 14:30:00,9135.22000000,9157.81000000,9115.00000000,9153.51000000,1052.88645700
2020-02-04 15:00:00,9154.30000000,9231.00000000,9144.00000000,9181.42000000,3070.23016700
2020-02-04 15:30:00,9181.44000000,9236.72000000,9173.90000000,9206.47000000,1953.12396400
2020-02-04 16:00:00,9207.02000000,9240.00000000,9200.00000000,9229.70000000,1798.10112600
2020-02-04 16:30:00,9229.14000000,9236.88000000,9206.87000000,9225.40000000,963.11836500
2020-02-04 17:00:00,9225.41000000,9227.60000000,9200.62000000,9208.53000000,784.64082500
2020-02-04 17:30:00,9208.53000000,9232.55000000,9208.00000000,9228.00000000,604.46743600
2020-02-04 18:00:00,9228.00000000,9240.00000000,9209.00000000,9218.50000000,1003.84307800
2020-02-04 18:30:00,9218.00000000,9221.00000000,9173.90000000,9195.57000000,730.13587900
2020-02-04 19:00:00,9195.54000000,9208.00000000,9176.00000000,9188.94000000,622.15162500
2020-02-04 19:30:00,9189.37000000,9200.00000000,9176.00000000,9186.37000000,551.37146300
2020-02-04 20:00:00,9186.72000000,9188.25000000,9151.00000000,9172.88000000,1099.88398400
2020-02-04 20:30:00,9172.96000000,9205.98000000,9168.45000000,9204.64000000,459.88485300
2020-02-04 21:00:00,9204.95000000,9207.02000000,9180.36000000,9190.82000000,533.89465300
2020-02-04 21:30:00,9190.82000000,9203.17000000,9165.29000000,9169.09000000,590.57024400
2020-02-04 22:00:00,9169.09000000,9192.99000000,9161.18000000,9174.01000000,573.35033700
2020-02-04 22:30:00,9173.86000000,9203.09000000,9172.14000000,9202.48000000,445.77118200
2020-02-04 23:00:00,9202.15000000,9220.19000000,9178.72000000,9189.99000000,638.26802400
2020-02-04 23:30:00,9190.00000000,9206.91000000,9189.99000000,9197.02000000,524.82462900
2020-02-05 00:00:00,9197.02000000,9213.16000000,9185.00000000,9203.54000000,1161.24011700
2020-02-05 00:30:00,9203.56000000,9240.00000000,9189.96000000,9224.65000000,1011.30248700
2020-02-05 01:00:00,9224.64000000,9245.87000000,9204.00000000,9210.32000000,893.34705100
2020-02-05 01:30:00,9210.33000000,9219.82000000,9189.05000000,9189.60000000,613.69976200
2020-02-05 02:00:00,9190.97000000,9202.55000000,9177.22000000,9196.25000000,556.94944100
2020-02-05 02:30:00,9196.14000000,9229.52000000,9181.44000000,9226.98000000,564.27169600
2020-02-05 03:00:00,9226.98000000,9230.99000000,9205.89000000,9210.01000000,653.30169100
2020-02-05 03:30:00,9210.04000000,9242.00000000,9210.00000000,9239.19000000,620.51790400
2020-02-05 04:00:00,9239.19000000,9242.00000000,9221.12000000,9227.29000000,498.59053100
2020-02-05 04:30:00,9226.84000000,9245.00000000,9216.75000000,9244.35000000,699.86722600
2020-02-05 05:00:00,9244.61000000,9261.44000000,9232.03000000,9240.23000000,1515.23333800
2020-02-05 05:30:00,9239.56000000,9289.99000000,9239.56000000,9276.43000000,1357.74687700
2020-02-05 06:00:00,9277.48000000,9300.00000000,9277.47000000,9288.00000000,977.76860000
2020-02-05 06:30:00,9288.01000000,9290.20000000,9263.84000000,9267.00000000,719.97927200
2020-02-05 07:00:00,9267.00000000,9296.51000000,9262.00000000,9296.00000000,653.81458000
2020-02-05 07:30:00,9296.02000000,9298.00000000,9256.53000000,9274.53000000,842.18511100
2020-02-05 08:00:00,9274.39000000,9276.98000000,9237.03000000,9246.99000000,847.81291700
2020-02-05 08:30:00,9246.94000000,9269.42000000,9232.75000000,9258.53000000,1173.48071600
2020-02-05 09:00:00,9258.53000000,9269.99000000,9246.15000000,9264.29000000,866.89223000
2020-02-05 09:30:00,9264.32000000,9276.92000000,9254.00000000,9254.68000000,652.90272400
2020-02-05 10:00:00,9254.74000000,9356.16000000,9250.00000000,9325.95000000,2700.59145600
2020-02-05 10:30:00,9326.00000000,9403.68000000,9307.41000000,9383.46000000,3361.26879500
2020-02-05 11:00:00,9383.46000000,9419.00000000,9372.44000000,9380.13000000,1891.40779800
2020-02-05 11:30:00,9380.14000000,9421.75000000,9363.78000000,9418.48000000,1646.47110500
2020-02-05 12:00:00,9419.17000000,9475.18000000,9414.35000000,9432.62000000,2789.09099700
2020-02-05 12:30:00,9432.98000000,9466.66000000,9424.41000000,9451.17000000,1695.27905600
2020-02-05 13:00:00,9450.79000000,9466.65000000,9440.00000000,9458.28000000,836.49432500
2020-02-05 13:30:00,9459.04000000,9461.95000000,9410.00000000,9448.87000000,1423.49599200
2020-02-05 14:00:00,9448.87000000,9479.00000000,9412.00000000,9421.01000000,1362.02636900
2020-02-05 14:30:00,9420.95000000,9450.00000000,9420.77000000,9445.62000000,751.49073700
2020-02-05 15:00:00,9445.66000000,9460.00000000,9430.45000000,9448.01000000,789.30216300
2020-02-05 15:30:00,9448.01000000,9494.20000000,9435.20000000,9485.08000000,1466.29557200
2020-02-05 16:00:00,9484.22000000,9560.00000000,9472.30000000,9535.00000000,2921.18139000
2020-02-05 16:30:00,9534.99000000,9566.19000000,9495.62000000,9563.00000000,1464.65199800
2020-02-05 17:00:00,9563.00000000,9568.00000000,9524.47000000,9545.84000000,1161.56656300
2020-02-05 17:30:00,9545.83000000,9567.00000000,9542.95000000,9560.52000000,938.35317900
2020-02-05 18:00:00,9560.55000000,9744.45000000,9560.00000000,9624.80000000,6057.30970900
2020-02-05 18:30:00,9624.80000000,9679.94000000,9618.00000000,9657.11000000,2661.91207700
2020-02-05 19:00:00,9657.11000000,9715.00000000,9631.76000000,9702.62000000,1641.89490600
2020-02-05 19:30:00,9702.62000000,9710.77000000,9640.00000000,9655.99000000,1229.98439100
2020-02-05 20:00:00,9655.93000000,9698.45000000,9655.93000000,9672.16000000,836.25823300
2020-02-05 20:30:00,9672.12000000,9680.00000000,9653.56000000,9672.87000000,902.24203500
2020-02-05 21:00:00,9673.84000000,9710.00000000,9671.93000000,9706.88000000,1041.44412000
2020-02-05 21:30:00,9706.89000000,9725.00000000,9686.15000000,9692.50000000,1210.49315900
2020-02-05 22:00:00,9692.50000000,9693.71000000,9608.27000000,9643.79000000,2189.98502800
2020-02-05 22:30:00,9643.72000000,9655.11000000,9610.00000000,9635.00000000,901.77440200
2020-02-05 23:00:00,9635.01000000,9671.22000000,9630.90000000,9656.45000000,670.29243600
2020-02-05 23:30:00,9656.46000000,9657.91000000,9565.14000000,9612.04000000,1446.95335300
2020-02-06 00:00:00,9612.03000000,9635.11000000,9526.35000000,9567.85000000,1878.78352100
2020-02-06 00:30:00,9567.85000000,9573.25000000,9531.94000000,9550.59000000,816.71974600
2020-02-06 01:00:00,9550.73000000,9605.04000000,9540.00000000,9593.15000000,929.00937600
2020-02-06 01:30:00,9592.21000000,9634.99000000,9581.02000000,9634.50000000,692.52393500
2020-02-06 02:00:00,9634.83000000,9635.11000000,9570.56000000,9580.72000000,501.69402400
2020-02-06 02:30:00,9580.74000000,9593.09000000,9568.57000000,9582.97000000,431.60610600
2020-02-06 03:00:00,9582.97000000,9614.00000000,9571.00000000,9597.95000000,564.51846900
2020-02-06 03:30:00,9597.95000000,9650.00000000,9572.01000000,9635.70000000,751.28497100
2020-02-06 04:00:00,9635.20000000,9653.99000000,9617.10000000,9639.74000000,850.44223400
2020-02-06 04:30:00,9638.61000000,9649.34000000,9620.76000000,9644.84000000,649.07899800
2020-02-06 05:00:00,9644.83000000,9664.93000000,9633.11000000,9663.64000000,729.20550000
2020-02-06 05:30:00,9663.61000000,9664.54000000,9630.00000000,9637.15000000,542.16183200
2020-02-06 06:00:00,9637.48000000,9639.00000000,9607.52000000,9637.30000000,668.94315200
2020-02-06 06:30:00,9637.08000000,9690.00000000,9618.11000000,9649.07000000,1871.42329600
2020-02-06 07:00:00,9649.81000000,9688.72000000,9638.24000000,9682.31000000,1380.80994700
2020-02-06 07:30:00,9682.09000000,9697.78000000,9615.11000000,9628.80000000,1946.31321200
2020-02-06 08:00:00,9629.85000000,9664.30000000,9605.55000000,9651.52000000,1749.91510900
2020-02-06 08:30:00,9651.53000000,9667.17000000,9640.00000000,9645.90000000,1080.33590900
2020-02-06 09:00:00,9645.19000000,9650.00000000,9619.30000000,9637.35000000,1064.41498500
2020-02-06 09:30:00,9638.10000000,9665.00000000,9634.00000000,9662.24000000,821.76096500
2020-02-06 10:00:00,9662.24000000,9675.49000000,9647.35000000,9665.84000000,701.23637000
2020-02-06 10:30:00,9666.07000000,9698.00000000,9661.02000000,9678.50000000,1302.32173500
2020-02-06 11:00:00,9677.52000000,9681.87000000,9655.00000000,9665.73000000,805.87539200
2020-02-06 11:30:00,9665.73000000,9707.21000000,9660.01000000,9698.89000000,1394.74978500
2020-02-06 12:00:00,9698.66000000,9772.23000000,9698.66000000,9748.00000000,2991.41597700
2020-02-06 12:30:00,9747.99000000,9832.32000000,9729.46000000,9825.22000000,4076.79211200
2020-02-06 13:00:00,9825.21000000,9862.56000000,9778.92000000,9808.12000000,3382.19415200
2020-02-06 13:30:00,9807.93000000,9837.81000000,9638.00000000,9744.19000000,5340.87823700
2020-02-06 14:00:00,9744.83000000,9787.00000000,9681.44000000,9780.87000000,2732.47940700
2020-02-06 14:30:00,9780.92000000,9862.57000000,9780.17000000,9824.30000000,2623.04302800
2020-02-06 15:00:00,9822.32000000,9830.00000000,9756.00000000,9774.79000000,1387.92768000
2020-02-06 15:30:00,9775.26000000,9816.93000000,9774.55000000,9786.88000000,1107.42700400
2020-02-06 16:00:00,9786.87000000,9839.63000000,9750.00000000,9762.97000000,1586.59768700
2020-02-06 16:30:00,9762.98000000,9812.12000000,9762.58000000,9788.64000000,885.23482900
2020-02-06 17:00:00,9789.16000000,9810.70000000,9770.00000000,9794.36000000,700.00689600
2020-02-06 17:30:00,9792.67000000,9800.00000000,9733.41000000,9771.57000000,1064.56594500
2020-02-06 18:00:00,9771.87000000,9779.93000000,9717.85000000,9738.19000000,973.15531600
2020-02-06 18:30:00,9738.21000000,9775.81000000,9722.43000000,9769.18000000,974.30547800
2020-02-06 19:00:00,9769.18000000,9778.10000000,9747.49000000,9748.97000000,1099.11197600
2020-02-06 19:30:00,9748.72000000,9754.98000000,9722.43000000,9747.29000000,916.83585200
2020-02-06 20:00:00,9747.29000000,9768.17000000,9739.17000000,9761.99000000,1377.69140900
2020-02-06 20:30:00,9761.99000000,9792.00000000,9760.00000000,9783.43000000,725.56880300
2020-02-06 21:00:00,9783.39000000,9801.98000000,9740.00000000,9765.41000000,1571.92742400
2020-02-06 21:30:00,9765.63000000,9783.04000000,9747.13000000,9750.19000000,538.39545300
2020-02-06 22:00:00,9750.23000000,9765.17000000,9718.58000000,9727.35000000,629.16563000
2020-02-06 22:30:00,9727.35000000,9734.51000000,9685.00000000,9692.70000000,1185.52163300
2020-02-06 23:00:00,9692.70000000,9759.16000000,9660.00000000,9753.00000000,1739.19197700
2020-02-06 23:30:00,9753.00000000,9777.67000000,9736.27000000,9772.00000000,1215.14411400
2020-02-07 00:00:00,9772.00000000,9824.48000000,9767.53000000,9795.44000000,1155.62599500
2020-02-07 00:30:00,9795.45000000,9820.00000000,9752.65000000,9791.15000000,914.03769200
2020-02-07 01:00:00,9791.15000000,9827.38000000,9770.95000000,9811.94000000,909.48403700
2020-02-07 01:30:00,9812.32000000,9829.72000000,9780.00000000,9808.04000000,656.65643100
2020-02-07 02:00:00,9808.55000000,9850.00000000,9807.73000000,9844.77000000,1009.42769200
2020-02-07 02:30:00,9844.75000000,9855.00000000,9786.17000000,9800.00000000,1309.43194200
2020-02-07 03:00:00,9800.00000000,9828.47000000,9775.00000000,9795.01000000,771.47326600
2020-02-07 03:30:00,9795.03000000,9815.00000000,9776.17000000,9779.78000000,606.75539800
2020-02-07 04:00:00,9779.73000000,9796.24000000,9741.17000000,9772.82000000,782.60949800
2020-02-07 04:30:00,9772.81000000,9813.99000000,9750.00000000,9792.12000000,769.24024600
2020-02-07 05:00:00,9791.99000000,9819.99000000,9774.02000000,9789.50000000,684.41892300
2020-02-07 05:30:00,9789.50000000,9796.51000000,9745.02000000,9756.70000000,937.59969400
2020-02-07 06:00:00,9758.01000000,9781.94000000,9745.00000000,9763.57000000,553.46217300
2020-02-07 06:30:00,9764.35000000,9792.99000000,9763.18000000,9779.74000000,595.22582200
2020-02-07 07:00:00,9779.74000000,9800.00000000,9759.63000000,9791.37000000,905.80113700
2020-02-07 07:30:00,9791.40000000,9810.00000000,9779.57000000,9801.83000000,921.59066800
2020-02-07 08:00:00,9801.83000000,9811.26000000,9791.62000000,9791.62000000,908.85532500
2020-02-07 08:30:00,9791.62000000,9797.86000000,9766.31000000,9773.08000000,769.72594200
2020-02-07 09:00:00,9773.07000000,9796.51000000,9773.05000000,9781.42000000,810.52896200
2020-02-07 09:30:00,9781.42000000,9810.00000000,9776.80000000,9793.48000000,903.36125500
2020-02-07 10:00:00,9794.38000000,9838.35000000,9791.79000000,9819.48000000,1793.63100600
2020-02-07 10:30:00,9819.47000000,9833.83000000,9793.00000000,9816.57000000,1153.20242500
2020-02-07 11:00:00,9816.35000000,9844.61000000,9807.44000000,9835.44000000,1074.18317400
2020-02-07 11:30:00,9835.39000000,9885.00000000,9802.67000000,9809.33000000,3151.39776400
2020-02-07 12:00:00,9810.01000000,9827.55000000,9752.00000000,9774.21000000,1969.06883500
2020-02-07 12:30:00,9774.21000000,9787.00000000,9730.54000000,9755.88000000,1340.57568500
2020-02-07 13:00:00,9756.42000000,9790.00000000,9754.28000000,9763.98000000,732.21221300
2020-02-07 13:30:00,9764.06000000,9800.00000000,9763.33000000,9782.04000000,578.60266600
2020-02-07 14:00:00,9782.84000000,9807.69000000,9780.00000000,9787.41000000,1071.36676700
2020-02-07 14:30:00,9786.68000000,9845.00000000,9785.38000000,9823.22000000,1255.02776900
2020-02-07 15:00:00,9823.29000000,9834.99000000,9801.78000000,9810.06000000,853.84642400
2020-02-07 15:30:00,9809.55000000,9813.00000000,9781.10000000,9802.02000000,799.30021500
2020-02-07 16:00:00,9802.01000000,9836.27000000,9764.00000000,9822.60000000,1575.46911300
2020-02-07 16:30:00,9822.12000000,9827.59000000,9785.00000000,9798.39000000,762.36649000
2020-02-07 17:00:00,9798.35000000,9810.00000000,9780.00000000,9799.33000000,764.61486200
2020-02-07 17:30:00,9798.94000000,9806.81000000,9781.02000000,9781.03000000,452.66479000
2020-02-07 18:00:00,9781.03000000,9809.96000000,9780.00000000,9800.57000000,469.93733200
2020-02-07 18:30:00,9800.16000000,9809.00000000,9792.59000000,9799.35000000,428.07778400
2020-02-07 19:00:00,9799.38000000,9802.14000000,9765.00000000,9780.12000000,624.32671100
2020-02-07 19:30:00,9780.69000000,9798.00000000,9772.13000000,9775.59000000,443.06476600
2020-02-07 20:00:00,9775.08000000,9778.88000000,9764.36000000,9771.24000000,672.18668800
2020-02-07 20:30:00,9771.39000000,9776.81000000,9740.00000000,9741.49000000,1100.61950700
2020-02-07 21:00:00,9740.60000000,9773.00000000,9730.00000000,9771.35000000,1368.29901200
2020-02-07 21:30:00,9770.23000000,9778.00000000,9754.25000000,9759.00000000,548.69617000
2020-02-07 22:00:00,9758.98000000,9781.00000000,9757.82000000,9778.67000000,258.74943400
2020-02-07 22:30:00,9778.67000000,9819.00000000,9777.67000000,9810.88000000,717.42043300
2020-02-07 23:00:00,9810.64000000,9812.00000000,9791.23000000,9804.38000000,493.02889600
2020-02-07 23:30:00,9803.92000000,9831.00000000,9803.55000000,9813.73000000,638.86560300
2020-02-08 00:00:00,9813.87000000,9830.06000000,9794.43000000,9804.28000000,887.15917700
2020-02-08 00:30:00,9805.24000000,9811.84000000,9769.81000000,9790.00000000,641.02850000
2020-02-08 01:00:00,9790.00000000,9792.69000000,9760.00000000,9774.26000000,804.13645200
2020-02-08 01:30:00,9774.26000000,9795.40000000,9765.45000000,9786.43000000,590.57036900
2020-02-08 02:00:00,9786.42000000,9790.86000000,9762.32000000,9765.20000000,598.01510800
2020-02-08 02:30:00,9765.90000000,9770.17000000,9706.74000000,9729.08000000,1801.51756700
2020-02-08 03:00:00,9729.08000000,9729.73000000,9667.11000000,9706.98000000,2151.28551600
2020-02-08 03:30:00,9707.62000000,9720.00000000,9681.54000000,9714.11000000,725.78475500
2020-02-08 04:00:00,9714.14000000,9745.96000000,9700.02000000,9743.87000000,676.87716000
2020-02-08 04:30:00,9743.38000000,9765.00000000,9726.05000000,9757.11000000,725.99489000
2020-02-08 05:00:00,9757.32000000,9764.96000000,9735.15000000,9744.97000000,657.02005900
2020-02-08 05:30:00,9745.26000000,9780.00000000,9744.57000000,9760.99000000,1114.50567900
2020-02-08 06:00:00,9761.00000000,9796.88000000,9757.49000000,9784.31000000,930.14786500
2020-02-08 06:30:00,9784.22000000,9784.24000000,9751.81000000,9762.97000000,609.15560300
2020-02-08 07:00:00,9762.97000000,9779.09000000,9755.14000000,9760.86000000,713.51777900
2020-02-08 07:30:00,9760.99000000,9772.56000000,9754.92000000,9771.39000000,470.00043800
2020-02-08 08:00:00,9771.39000000,9803.00000000,9769.51000000,9797.13000000,1057.60728200
2020-02-08 08:30:00,9797.17000000,9821.00000000,9782.50000000,9805.49000000,1030.60936300
2020-02-08 09:00:00,9805.20000000,9821.50000000,9780.00000000,9789.62000000,646.04473200
2020-02-08 09:30:00,9789.44000000,9818.59000000,9789.44000000,9809.31000000,585.24786200
2020-02-08 10:00:00,9809.30000000,9845.00000000,9809.30000000,9834.33000000,1355.85361700
2020-02-08 10:30:00,9834.75000000,9835.75000000,9791.00000000,9796.28000000,743.69104600
2020-02-08 11:00:00,9794.91000000,9815.78000000,9785.35000000,9809.95000000,652.32311500
2020-02-08 11:30:00,9809.96000000,9817.89000000,9790.00000000,9810.02000000,528.27452800
2020-02-08 12:00:00,9810.02000000,9829.99000000,9808.46000000,9827.61000000,879.21921000
2020-02-08 12:30:00,9827.81000000,9828.00000000,9801.15000000,9810.15000000,765.24434800
2020-02-08 13:00:00,9810.15000000,9830.00000000,9804.00000000,9828.74000000,678.99820300
2020-02-08 13:30:00,9828.73000000,9866.00000000,9750.00000000,9793.51000000,3424.54021200
2020-02-08 14:00:00,9793.50000000,9836.99000000,9783.25000000,9816.99000000,1575.77088000
2020-02-08 14:30:00,9817.00000000,9849.00000000,9805.88000000,9840.99000000,1285.58418200
2020-02-08 15:00:00,9842.11000000,9850.00000000,9817.17000000,9829.92000000,657.27246900
2020-02-08 15:30:00,9829.95000000,9848.00000000,9824.35000000,9829.47000000,584.23826800
2020-02-08 16:00:00,9829.50000000,9849.99000000,9810.10000000,9839.61000000,926.77694600
2020-02-08 16:30:00,9839.61000000,9871.00000000,9838.34000000,9858.41000000,1171.51193100
2020-02-08 17:00:00,9858.33000000,9888.00000000,9840.49000000,9870.16000000,1499.64306200
2020-02-08 17:30:00,9870.16000000,9882.00000000,9853.01000000,9862.19000000,813.66257800
2020-02-08 18:00:00,9862.52000000,9869.51000000,9810.62000000,9844.45000000,801.43276700
2020-02-08 18:30:00,9845.46000000,9862.79000000,9833.66000000,9841.76000000,622.84086600
2020-02-08 19:00:00,9841.97000000,9869.43000000,9841.27000000,9859.52000000,516.57933200
2020-02-08 19:30:00,9859.42000000,9865.00000000,9841.27000000,9862.69000000,690.53424500
2020-02-08 20:00:00,9862.15000000,9865.00000000,9845.39000000,9857.26000000,421.04530300
2020-02-08 20:30:00,9858.60000000,9870.00000000,9855.10000000,9856.87000000,362.45033600
2020-02-08 21:00:00,9857.73000000,9884.87000000,9856.73000000,9869.96000000,723.51417800
2020-02-08 21:30:00,9870.00000000,9940.00000000,9869.15000000,9914.67000000,1906.16132000
2020-02-08 22:00:00,9913.02000000,9929.50000000,9840.00000000,9883.10000000,1133.33408700
2020-02-08 22:30:00,9883.10000000,9920.00000000,9883.00000000,9913.26000000,631.36995200
2020-02-08 23:00:00,9913.26000000,9923.00000000,9894.18000000,9894.23000000,473.96809300
2020-02-08 23:30:00,9894.23000000,9915.00000000,9892.50000000,9895.05000000,358.78243600
2020-02-09 00:00:00,9895.04000000,9927.98000000,9880.75000000,9926.97000000,618.36680600
2020-02-09 00:30:00,9926.97000000,9947.50000000,9914.00000000,9936.95000000,812.57731000
2020-02-09 01:00:00,9937.05000000,9944.25000000,9909.56000000,9936.60000000,599.05955200
2020-02-09 01:30:00,9937.57000000,9940.35000000,9922.72000000,9938.90000000,358.44312200
2020-02-09 03:00:00,9938.86000000,10012.00000000,9937.92000000,9985.12000000,3444.06618100
2020-02-09 03:30:00,9984.09000000,10052.67000000,9978.03000000,10052.63000000,1449.99407200
2020-02-09 04:00:00,10052.66000000,10131.00000000,10052.22000000,10088.86000000,2770.41448500
2020-02-09 04:30:00,10088.86000000,10120.00000000,10082.43000000,10091.27000000,1171.99705200
2020-02-09 05:00:00,10091.85000000,10096.20000000,10040.00000000,10067.66000000,1188.47401500
2020-02-09 05:30:00,10068.06000000,10114.25000000,10056.02000000,10099.99000000,950.93031500
